review_text,prediction,targets
"It's a great app, keep up the good work! It has almost all features I've ever wished for in gamification. But a few things were missing/quite annoying for me and lead me to abandon this app for now. If it helps you I could write you a comprehensive list of enhancements and features that I think could make this app better. Here's not enough space for that, though. Please give a short answer of you'd like me to send you an email with the list of my thoughts. :)",2,2
Was looking for something which syncs with Google Tasks.,1,1
Love the idea of life as a videogame!,2,2
"I bought the premium version because the app said this would allow me to create routines for a bunch of specific dates but i cannot find this feature? I'm a casual worker and my routines are based around different morning, afternoon and night shifts that don't fall on any usual days of the week.",1,1
the app requires premium membership to use the widget. defeats the point for me,0,0
"Did not enjoy the layout, workflows, rewards, explanations. A+ for the effort.",0,0
"For years we used Wunderlist, for work, including employees without corporate accounts, for family, outside organisation and across continents. ToDo failed from the get go, but to be fair, so do most other tasklist apps, we tried many. We finally moved to Trello - A bit different to Wunderlist and not quite as intuitive, but works across platforms, across organisations. It sadly seems MS loves to destroy good things. Wunderlist was such a good product, we were really sad to see it go.",0,0
"אחלה אפליקציה , עובדת נהדר גם בעיברית",2,2
I wish I could control the reminders for my tasks more. Like the volume or what noise it makes. Other that that the app is great for keeping track of things that need to be done.,2,2
We use it for running our home & project improvements. It is easy to use.. not as user attractive as some but ok.,2,2
Nice appp verry recommended... Make my life more organized,2,2
"Everything about this app is perfect! Except for the widget support. The widget doesn't update with the new tasks I make in the app. And I wish I could mark tasks as complete right from the widget. I would also like to be able to make multiple notifications for one task, or set one task to repeat multiple times a day. I also wish the notification for the mission would show up every time. Great start",1,1
Its always lagging and hanging up and not moving and Ive cleaned my phone storage and its still the same. Un installed/installed it 3-4 times already but its still the same. I dont know what it is about the app but one more crash I'll never go back to using this app and tell.my friends to do the same. Sheesh,1,0
"There are options to give your avatar a wheelchair, and there are a lot of colors to choose from, as well as a skinnier body type or a larger one... I don't use a wheelchair, but I just loved this option so much because I have friends who do and it really means a lot to them! So cute lol",2,2
Loading takes too long and reminders don't work.,0,0
Like,2,2
